email_address,email_type,email_perm, email_freq
cortezpatricia@example.com,Unknown,Opt-In,21
patriciamoreno@gmail.com,Personal,Opt-Out,7
marissahansen@example.net,Other,Unkown,14
williamslorraine@example.org,Other,Unkown,21
nhansen@weaver.com,Work,Opt-In,30
higginsjason@anderson.com,Home,Unkown,14
vwilliams@burke-vang.com,Home,Unkown,21
othomas@smith.com,Work,Opt-Out,21
mary66@example.com,Unknown,Unkown,14
jprice@gmail.com,Personal,Unkown,1
lisajordan@davis-fleming.biz,Work,Opt-In,14
waltersmichael@example.com,Unknown,Opt-In,21
xmartin@davis-ibarra.com,Work,Opt-Out,14
michael00@example.com,Unknown,Unkown,14
christinagarcia@cooke.org,Work,Opt-Out,7
vzamora@example.net,Other,Opt-In,21
ferrellshawn@hotmail.com,Home,Opt-Out,1
lanemartha@yahoo.com,Personal,Unkown,14
davidhogan@example.org,Other,Opt-In,14
dfrederick@schultz.com,Work,Opt-In,21
michaelholland@example.net,Unknown,Unkown,14
hwilliams@example.com,Unknown,Unkown,14
dakota24@gmail.com,Personal,Opt-In,7
jacksonlisa@gmail.com,Personal,Unkown,1
jimmy72@jones.info,Work,Opt-Out,21
porterkenneth@sanchez-lane.org,Home,Unkown,21
perkinssusan@wiley.com,Home,Opt-In,21
devonmorton@hotmail.com,Personal,Unkown,1
jonryan@example.com,Other,Opt-Out,21
blee@miller.info,Work,Opt-Out,21
williamsaimee@example.org,Unknown,Unkown,21
arush@hotmail.com,Home,Opt-In,21
carolmarks@example.net,Other,Opt-In,21
donald03@hammond-perez.org,Work,Opt-In,30
jordanedward@example.net,Unknown,Opt-In,14
zmitchell@peterson-rose.info,Home,Opt-Out,14
michael73@yahoo.com,Personal,Unkown,14
ronaldvalenzuela@black-ellis.com,Work,Opt-In,30
shortmarissa@example.org,Unknown,Opt-In,21
april55@example.com,Unknown,Unkown,14
dmontgomery@adams-mayo.com,Home,Unkown,21
gpeck@decker-murray.biz,Home,Unkown,1
gchavez@hotmail.com,Personal,Opt-In,14
jeremysanders@example.org,Unknown,Unkown,14
millercharles@gmail.com,Home,Unkown,21
hwilliams@yahoo.com,Home,Opt-In,14
scarlson@tapia-cruz.com,Work,Opt-Out,30
ashley69@example.com,Unknown,Opt-Out,14
davidhinton@garcia.com,Home,Opt-In,7
aburns@example.com,Unknown,Unkown,21
heather99@yahoo.com,Home,Opt-In,1
stacy09@hotmail.com,Personal,Unkown,1
ileblanc@gmail.com,Home,Opt-Out,21
johnacosta@example.org,Other,Unkown,14
hughesdavid@jones.com,Work,Opt-In,30
hortonsean@example.com,Other,Opt-In,14
richardanderson@johnson.com,Work,Opt-In,7
williamselizabeth@ayers-garcia.biz,Work,Opt-Out,14
nancy41@smith.org,Work,Opt-In,14
diane05@gmail.com,Home,Opt-Out,14
suzanneriggs@example.com,Unknown,Unkown,14
masonbrenda@flores.info,Work,Opt-In,21
nicholas69@smith.biz,Work,Opt-In,7
desiree42@stone-lopez.com,Work,Opt-Out,14
lgonzalez@yahoo.com,Home,Opt-Out,7
chelseyreynolds@example.org,Other,Opt-In,14
brian43@austin-lewis.biz,Work,Opt-Out,14
munozjessica@example.com,Other,Opt-In,21
parksjulie@example.net,Unknown,Opt-In,21
nwillis@murphy-fox.com,Home,Opt-In,7
jamesnorris@example.com,Other,Unkown,21
fryetina@jones.com,Work,Opt-In,14
phamjeffrey@example.com,Other,Unkown,14
nicole55@example.org,Unknown,Opt-In,14
wilsonrebekah@example.net,Unknown,Opt-In,21
megan95@johnson.com,Work,Opt-Out,30
wilsonwhitney@example.net,Unknown,Unkown,14
walkerstephanie@yahoo.com,Personal,Opt-Out,21
gmoreno@example.com,Other,Opt-In,21
douglasjordan@brown.net,Work,Opt-Out,14
sextonashley@yahoo.com,Personal,Unkown,14
slopez@gmail.com,Personal,Unkown,14
xbrewer@example.net,Unknown,Opt-In,14
gabriellewright@hotmail.com,Personal,Unkown,1
ashley39@example.org,Other,Opt-Out,21
wesleymclaughlin@yahoo.com,Personal,Unkown,1
tiffany17@example.net,Other,Opt-In,21
jason06@gmail.com,Home,Opt-In,1
chad56@hotmail.com,Home,Opt-In,21
sullivannicholas@yahoo.com,Personal,Opt-In,14
mariohill@yahoo.com,Personal,Unkown,7
mooreteresa@hotmail.com,Personal,Opt-In,7
iharding@example.com,Unknown,Unkown,21
billrice@example.org,Other,Opt-In,14
michael36@example.net,Other,Opt-In,14
qschmidt@example.com,Unknown,Opt-In,21
taylor02@crawford.com,Home,Opt-Out,7
rvincent@hotmail.com,Personal,Unkown,14
andradepeter@example.net,Unknown,Opt-In,14
michaelsmith@yahoo.com,Personal,Unkown,21
alexis78@davis-macias.com,Work,Opt-In,21
calderonkyle@yahoo.com,Personal,Unkown,21
xdickerson@example.org,Other,Opt-In,21
imills@example.org,Other,Opt-In,14
vmedina@example.org,Other,Opt-In,21
ddominguez@example.org,Unknown,Opt-In,21
jessica75@example.com,Unknown,Opt-Out,14
marisacarson@example.org,Unknown,Opt-In,14
paige63@hotmail.com,Personal,Unkown,14
whitebrenda@morris.biz,Work,Opt-In,14
james29@yahoo.com,Home,Opt-In,7
mthomas@example.org,Other,Unkown,14
theresawebb@gmail.com,Personal,Opt-Out,7
tyler21@bennett-alvarez.com,Work,Opt-In,21
sheila53@yahoo.com,Personal,Opt-Out,14
stephanie95@carrillo.com,Work,Opt-In,7
nbraun@hotmail.com,Personal,Opt-In,1
mooneylaura@hotmail.com,Personal,Opt-Out,1
christinebutler@estrada-morris.org,Home,Opt-In,7
xcooper@lawrence.com,Work,Opt-In,7
pricebrenda@example.net,Other,Opt-Out,14
williamklein@example.com,Other,Unkown,14
aaronreed@hotmail.com,Home,Opt-Out,1
francisdebbie@example.org,Unknown,Opt-Out,21
nharris@example.com,Unknown,Opt-In,21
kellymitchell@miller.com,Work,Opt-Out,21
walterbrewer@example.net,Unknown,Opt-Out,14
mackmargaret@singh.net,Home,Opt-In,14
walkermichael@gmail.com,Personal,Opt-Out,21
monicasingleton@yahoo.com,Personal,Opt-Out,1
susan37@example.org,Unknown,Opt-Out,21
amanda53@example.org,Other,Opt-In,21
teresa83@gmail.com,Personal,Opt-Out,21
robinsonpaul@hotmail.com,Personal,Opt-Out,21
carlsonbrian@example.net,Other,Opt-In,14
pruittashley@gmail.com,Personal,Opt-In,7
schmittjason@example.com,Unknown,Opt-In,14
rpalmer@gmail.com,Home,Opt-Out,14
choward@craig-scott.com,Work,Opt-In,14
lopezjennifer@example.net,Unknown,Opt-Out,21
steindiane@bailey.com,Home,Opt-In,7
bmontes@yahoo.com,Home,Unkown,14
vincentandrea@example.com,Other,Opt-In,21
willie78@perkins-hunter.com,Work,Opt-In,7
julie48@callahan-diaz.com,Home,Unkown,21
tiffany54@moore.net,Work,Opt-Out,30
jordanrichard@yahoo.com,Personal,Opt-Out,14
nsmith@griffin.org,Home,Opt-In,1
john70@example.com,Other,Opt-In,14
john30@taylor.com,Work,Opt-Out,21
ledwards@example.com,Other,Opt-In,14
mthomas@example.net,Other,Opt-In,21
catherinegarcia@example.com,Other,Unkown,14
cooktyler@yahoo.com,Personal,Opt-In,7
stephanie81@example.org,Other,Opt-Out,14
sgoodman@example.org,Unknown,Opt-In,21
xcruz@example.com,Unknown,Opt-Out,14
jenkinsstephanie@example.net,Unknown,Unkown,14
mitchell95@example.org,Unknown,Unkown,21
henry75@example.com,Unknown,Opt-In,21
nortonkrystal@berry.info,Work,Opt-In,7
christophergarza@example.net,Unknown,Opt-In,21
gonzalezadrian@hotmail.com,Personal,Opt-Out,14
evansdaniel@murray.org,Work,Opt-Out,7
hickmanfrederick@williams.com,Home,Opt-In,7
hortonreginald@hotmail.com,Home,Opt-In,7
osbornebrandon@hotmail.com,Personal,Opt-In,21
jerry29@yahoo.com,Personal,Unkown,14
vlewis@hotmail.com,Personal,Opt-Out,1
xlewis@gmail.com,Home,Opt-Out,14
braunjohn@example.net,Unknown,Unkown,14
juliewillis@gmail.com,Home,Opt-Out,1
james40@english-henderson.org,Work,Opt-Out,21
johnsoncharles@example.com,Unknown,Opt-In,21
nathancampos@gmail.com,Home,Opt-In,14
jacobsjared@carter.com,Home,Opt-In,14
bakerdaniel@keller-garcia.com,Work,Opt-Out,21
greenjane@perez-castro.com,Work,Opt-Out,14
tammy32@dennis-hughes.biz,Work,Opt-In,14
nicholascollins@example.org,Other,Opt-In,21
jonespreston@gmail.com,Personal,Opt-In,7
josephmendoza@allen.info,Work,Opt-In,30
willisterri@example.net,Unknown,Opt-Out,21
debra31@shannon-davis.biz,Work,Opt-In,21
broy@romero.org,Work,Opt-Out,30
gbrown@hotmail.com,Home,Opt-In,1
seanpena@hotmail.com,Personal,Unkown,1
johnsonalexis@gill.info,Work,Opt-Out,21
gshort@hess.info,Work,Opt-In,7
shannondelgado@gmail.com,Personal,Unkown,1
annette78@logan-burgess.biz,Work,Opt-Out,14
hmann@gmail.com,Personal,Opt-In,14
jefferygreen@example.net,Unknown,Opt-Out,14
ryanreilly@hotmail.com,Home,Unkown,14
brian71@example.net,Other,Unkown,14
diane30@bryant.com,Home,Opt-Out,1
rita04@example.com,Unknown,Opt-Out,21
murrayanthony@hotmail.com,Personal,Opt-In,1
wadedanielle@simmons.info,Work,Opt-In,14
kingjennifer@example.net,Unknown,Unkown,21
qdixon@example.org,Unknown,Opt-In,21
ndiaz@gonzalez.com,Home,Opt-In,14
rcardenas@example.net,Unknown,Opt-Out,14
jeremy05@taylor.com,Work,Opt-In,21
kellymary@brown.com,Home,Unkown,14
scottlewis@hotmail.com,Personal,Unkown,21
bmatthews@example.org,Other,Opt-In,14
heather26@simmons.net,Home,Opt-In,14
pross@example.com,Other,Opt-In,21
wilsonhector@example.com,Other,Opt-In,14
catherinebecker@dunn.biz,Work,Opt-In,7
alexander04@moore-scott.com,Work,Opt-In,7
jasonbaker@perez.org,Home,Unkown,1
aberry@hughes.com,Work,Opt-In,21
uturner@hotmail.com,Personal,Opt-In,14
fletcherjason@mccarthy-vazquez.com,Work,Opt-In,7
gonzalezmaureen@snyder.com,Home,Opt-In,14
dwatson@example.net,Unknown,Opt-In,14
zwise@hotmail.com,Personal,Unkown,21
brianhuerta@example.net,Unknown,Unkown,21
qgonzalez@example.com,Other,Opt-Out,21
derek71@example.com,Other,Opt-Out,14
leelaurie@hotmail.com,Personal,Opt-In,7
jessica68@gmail.com,Home,Unkown,14
aortiz@hotmail.com,Personal,Opt-Out,21
jasonjohnson@gmail.com,Home,Unkown,7
jennifersmith@example.net,Unknown,Opt-In,14
dylan05@hotmail.com,Home,Opt-In,7
longerin@example.org,Unknown,Opt-Out,14
pateljoshua@example.net,Unknown,Opt-In,14
brittanycook@hotmail.com,Personal,Opt-Out,21
brendan75@barrett.com,Work,Opt-In,14
stevensanna@example.net,Other,Opt-In,21
jimenezallison@yahoo.com,Personal,Opt-Out,1
crystal81@robertson.com,Work,Opt-In,7
bakerrebecca@martin.com,Work,Opt-In,21
longmelissa@example.net,Other,Unkown,14
millerjohn@yahoo.com,Personal,Unkown,1
xchurch@gmail.com,Personal,Opt-Out,14
padilladavid@ferguson.net,Work,Opt-Out,30
candacemcdaniel@yahoo.com,Personal,Opt-In,7
allengabrielle@gmail.com,Personal,Unkown,7
jeffery21@jones.org,Work,Opt-In,14
kimberly55@stephenson.info,Work,Opt-In,30
joyce04@example.net,Other,Opt-In,14
matthew46@ford.com,Work,Opt-Out,14
heatheradams@hotmail.com,Personal,Unkown,21
mgolden@gmail.com,Home,Unkown,14
danielsshane@example.com,Unknown,Opt-Out,14
suttonsharon@gmail.com,Personal,Opt-In,21
andreamendez@johnston.net,Home,Opt-Out,14
rodriguezshelley@yahoo.com,Home,Opt-In,21
josephdavis@example.net,Unknown,Opt-In,14
maynardshelia@example.net,Unknown,Opt-Out,21
djohnson@yahoo.com,Home,Opt-In,1
bpena@gmail.com,Home,Opt-In,7
ymccann@shea.com,Work,Opt-Out,21
amorris@example.org,Other,Unkown,14
colemanwilliam@example.com,Unknown,Opt-In,21
qheath@yahoo.com,Personal,Opt-Out,1
bakerjohn@lewis.com,Home,Opt-Out,21
grantjames@gross.com,Home,Unkown,14
lopezbrittany@yahoo.com,Personal,Unkown,14
annehodges@gmail.com,Personal,Opt-In,1
athomas@example.com,Other,Opt-In,14
robert19@example.org,Unknown,Opt-In,14
holmesalfred@gmail.com,Personal,Unkown,14
jessicamiller@example.com,Other,Opt-In,21
emily22@gmail.com,Home,Opt-In,14
morgannichols@taylor.com,Home,Unkown,21
hayesbradley@example.org,Other,Opt-In,21
ccruz@example.net,Other,Opt-In,21
trujillopriscilla@adams.com,Home,Opt-In,14
smithmartha@cox.com,Home,Opt-In,7
amy46@example.org,Unknown,Unkown,14
tracy88@example.org,Other,Opt-In,21
harrymccoy@example.net,Other,Unkown,21
rasmussenbrian@daniel.com,Work,Opt-In,30
ericabell@example.org,Unknown,Opt-Out,14
vherman@example.net,Other,Opt-Out,14
craig16@example.org,Other,Opt-In,21
andrewclements@example.net,Unknown,Opt-In,14
williamsnina@bullock.com,Home,Opt-In,14
christophersmith@gmail.com,Personal,Opt-Out,1
kennethsantos@example.net,Other,Opt-In,21
walkeralicia@hotmail.com,Personal,Unkown,7
heather53@example.com,Unknown,Opt-In,14
scotttheresa@gmail.com,Home,Opt-In,7
krichardson@simpson.com,Home,Opt-In,1
christopher60@mercer.com,Home,Opt-Out,21
stephanie27@example.com,Other,Opt-In,21
andersonelizabeth@bailey.net,Work,Opt-Out,14
edwardsnicholas@yahoo.com,Home,Opt-In,1
justin21@example.com,Unknown,Opt-In,14
denise12@example.com,Unknown,Unkown,21
james61@myers-allen.com,Work,Opt-Out,7
kim73@example.org,Unknown,Opt-Out,14
david58@turner.org,Work,Opt-Out,14
robert32@example.com,Unknown,Opt-In,21
brookemccoy@example.org,Unknown,Unkown,21
hartmanmelissa@example.org,Unknown,Opt-In,14
dsanchez@thomas-wheeler.com,Home,Opt-Out,14
timothybaker@george-watson.net,Home,Opt-In,21
twood@example.net,Unknown,Opt-In,21
todd05@cunningham.com,Work,Opt-In,7
dsmith@example.com,Unknown,Opt-In,14
annadavis@yahoo.com,Personal,Opt-In,1
carolyn30@hotmail.com,Home,Unkown,14
gburke@gmail.com,Home,Opt-Out,14
aaron80@example.com,Unknown,Opt-In,21
jacksonorr@simon-robertson.com,Work,Opt-Out,7
valeriepoole@example.com,Unknown,Opt-In,14
matthewhughes@example.com,Unknown,Opt-Out,21
stephenslisa@chen-delgado.com,Home,Opt-Out,1
bjohnson@gmail.com,Home,Opt-In,21
tanner37@hotmail.com,Home,Opt-In,7
nguyendaniel@gmail.com,Home,Opt-Out,21
uleon@example.com,Other,Opt-In,21
baldwinjimmy@lewis.com,Work,Opt-Out,30
qsingleton@example.net,Unknown,Opt-In,21
nhinton@calderon.com,Home,Unkown,7
jamie39@yahoo.com,Personal,Unkown,7
melissa86@example.com,Other,Opt-In,14
mingram@example.org,Other,Opt-In,14
johnflores@example.com,Other,Unkown,14
robinsonfaith@paul-hester.org,Work,Opt-In,21
alexanderschneider@example.com,Unknown,Opt-In,21
claytongonzalez@hotmail.com,Home,Opt-Out,7
angelajohnson@hotmail.com,Home,Unkown,7
moralessharon@orozco.net,Work,Opt-In,7
william68@jensen-paul.info,Work,Opt-Out,7
eskinner@gmail.com,Home,Opt-In,7
pughsydney@example.net,Other,Opt-In,21
paul57@yahoo.com,Personal,Opt-In,21
fyoung@example.com,Unknown,Opt-In,21
xgrimes@example.org,Other,Unkown,21
jonathanlewis@herring.com,Work,Opt-Out,7
karencarpenter@gmail.com,Personal,Unkown,21
diazamy@cherry.net,Home,Opt-Out,1
awallace@example.com,Other,Opt-In,21
bbrowning@example.com,Unknown,Opt-In,14
davisbradley@obrien-walter.com,Home,Opt-In,21
brianna81@hotmail.com,Personal,Opt-In,7
hugheslawrence@example.net,Unknown,Opt-In,14
eburke@arnold.info,Work,Opt-Out,14
sbrown@anderson.com,Home,Opt-In,1
hjames@johnson-brown.biz,Work,Opt-Out,21
fsanders@example.com,Unknown,Opt-In,14
gilesjames@hotmail.com,Personal,Opt-In,21
maryjones@example.org,Other,Opt-Out,21
andrew93@example.net,Other,Opt-Out,14
mark20@example.net,Other,Unkown,21
courtneylong@yahoo.com,Personal,Opt-In,14
heather82@bell.info,Work,Opt-In,21
stephanieharrison@stevens.net,Home,Unkown,1
douglasgarcia@example.org,Unknown,Opt-In,14
santostiffany@example.com,Other,Unkown,14
chapmanthomas@gmail.com,Personal,Opt-In,21
lboone@example.org,Unknown,Opt-In,21
xroach@example.org,Unknown,Opt-In,21
ahawkins@example.com,Unknown,Opt-In,21
hjohnson@example.org,Other,Opt-In,21
aguirrelisa@davis.com,Home,Unkown,1
gambleryan@yahoo.com,Personal,Opt-In,21
bstafford@vazquez.net,Home,Opt-Out,7
penny85@carey.biz,Home,Opt-In,14
dianabrock@rodriguez.net,Work,Opt-Out,14
williamssue@example.net,Unknown,Opt-In,14
blacksusan@daniels-grant.com,Work,Opt-Out,30
gonzalezkimberly@example.net,Other,Opt-Out,21
bradychandler@gmail.com,Personal,Opt-In,1
fknapp@salazar.com,Work,Opt-In,21
martinnicholas@ashley-cowan.com,Work,Opt-Out,21
hjohnson@gmail.com,Personal,Opt-In,7
kathleen92@example.net,Unknown,Opt-Out,14
garzamargaret@example.com,Unknown,Opt-Out,14
erikawilson@mcknight.com,Work,Opt-In,21
shall@example.net,Unknown,Opt-In,14
christina54@hotmail.com,Personal,Opt-In,7
damon34@hotmail.com,Personal,Opt-In,14
frankbernard@anderson.biz,Home,Opt-Out,1
bsoto@mercado-diaz.info,Work,Opt-Out,30
watkinsjeffrey@example.com,Unknown,Opt-In,14
dakota40@robinson-cox.com,Work,Opt-Out,30
hsuarez@french.biz,Work,Opt-Out,21
destinyhernandez@example.net,Unknown,Opt-Out,21
john41@example.net,Other,Unkown,14
destiny53@example.com,Other,Opt-In,14
anthonyhanson@example.net,Unknown,Opt-In,14
johnharris@example.org,Other,Opt-In,14
ramosjessica@example.net,Unknown,Opt-In,21
james87@example.org,Other,Opt-Out,14
vmartin@example.org,Unknown,Unkown,21
rmcguire@gmail.com,Home,Unkown,1
tylercastillo@kelley-baker.com,Work,Opt-Out,30
colemanjoshua@yahoo.com,Home,Opt-Out,21
farmerjessica@example.org,Unknown,Opt-In,14
lbyrd@hotmail.com,Home,Opt-In,7
michaelwilliams@adkins.com,Home,Opt-In,21
mcross@gmail.com,Personal,Opt-In,21
timothybrennan@fuentes-kramer.info,Work,Opt-Out,30
jasmine07@hotmail.com,Home,Unkown,21
jamespeters@example.com,Unknown,Opt-In,14
biancaross@york.com,Work,Opt-Out,14
vlopez@example.com,Other,Opt-In,21
esparzatheresa@example.org,Unknown,Opt-In,14
fitzgeralddaniel@example.org,Other,Opt-Out,21
mark88@willis.com,Home,Opt-In,21
deborahreyes@example.net,Other,Opt-Out,14
davidcarey@example.net,Other,Opt-Out,21
taramays@example.org,Other,Opt-In,21
peter78@yahoo.com,Personal,Opt-In,1
erin78@example.com,Other,Opt-In,14
jbrewer@payne-davis.net,Home,Opt-In,7
katherine28@pena.com,Work,Opt-Out,7
michael68@hotmail.com,Home,Unkown,21
kbright@example.org,Unknown,Opt-Out,21
jim36@yahoo.com,Personal,Unkown,14
heatherwong@example.com,Unknown,Opt-Out,14
leerobert@johnson.com,Work,Opt-Out,21
craig92@brown.com,Work,Opt-Out,14
dcooke@example.net,Unknown,Opt-Out,21
lerobert@example.com,Unknown,Opt-Out,21
vreese@chavez-marquez.com,Work,Opt-Out,7
bryan15@patel.com,Work,Opt-In,21
patricia10@morgan-taylor.com,Home,Opt-Out,21
joeboyd@yahoo.com,Personal,Unkown,1
msherman@yahoo.com,Personal,Opt-In,14
michellesanchez@example.org,Unknown,Opt-In,21
mbecker@example.com,Other,Opt-Out,21
david40@burke-johnson.net,Work,Opt-In,7
otanner@example.com,Unknown,Opt-In,14
dpena@example.net,Other,Opt-In,21
garciakelly@hotmail.com,Home,Opt-In,14
tonyaanderson@example.com,Unknown,Opt-In,21
powersjeremy@serrano-mcdonald.com,Work,Opt-Out,30
lisafisher@example.com,Other,Opt-In,14
whitakersteven@example.com,Unknown,Opt-In,14
othomas@yahoo.com,Home,Opt-In,14
jose30@example.com,Unknown,Opt-Out,14
jesus87@example.org,Unknown,Opt-In,21
gallowayzoe@example.com,Other,Opt-In,21
scott12@gmail.com,Personal,Unkown,21
francisco60@example.com,Other,Opt-In,21
susan30@nunez.info,Work,Opt-In,30
rhondawilliams@example.net,Unknown,Unkown,14
marissapeterson@example.com,Unknown,Opt-In,14
hernandezbrian@booth-jordan.com,Work,Opt-Out,30
johnsonjeremiah@example.org,Other,Opt-In,14
martinezcharles@gmail.com,Home,Opt-Out,14
deanna00@clark.com,Work,Opt-In,30
stevenlam@williams.info,Home,Opt-In,21
edwardadams@yahoo.com,Personal,Opt-Out,21
freemankaylee@moon.com,Work,Opt-Out,14
brett54@yahoo.com,Personal,Opt-In,14
emilypowell@gmail.com,Home,Opt-In,1
ygonzales@taylor-ward.biz,Work,Opt-In,7
michelle30@zuniga.com,Work,Opt-Out,14
danielrobinson@example.com,Other,Opt-In,21
tracihunter@yahoo.com,Personal,Opt-In,21
nfowler@dunn.com,Home,Unkown,14
gardnerkathryn@stephenson.com,Home,Unkown,14
lisamccormick@example.com,Unknown,Opt-In,21
tconner@gmail.com,Personal,Opt-In,1
amy19@yahoo.com,Personal,Opt-In,21
nguyentiffany@yahoo.com,Personal,Opt-In,21
jeffreydaniels@lopez.info,Work,Opt-Out,30
williamscarlos@gmail.com,Personal,Unkown,21
greenjohn@example.org,Unknown,Opt-In,21
youngdarrell@example.net,Unknown,Opt-Out,21
danielle80@collins.net,Work,Opt-In,21
timsimpson@example.org,Other,Opt-In,21
timothy12@example.org,Other,Opt-In,14
jamesbrewer@fuller.net,Work,Opt-In,7
irichard@gmail.com,Home,Opt-Out,1
zmurillo@yahoo.com,Home,Unkown,14
amanda99@example.org,Other,Unkown,21
christopher86@gmail.com,Personal,Opt-In,21
kendra94@example.net,Other,Opt-Out,14
grayjim@glenn.com,Work,Opt-In,7
fpierce@example.com,Unknown,Unkown,21
sonya53@pratt.com,Home,Opt-In,1
deborahtorres@yahoo.com,Personal,Unkown,21
barnesscott@example.org,Unknown,Opt-In,21
melaniehuerta@smith.org,Work,Opt-In,21
lhendricks@hotmail.com,Personal,Opt-In,14
jonathan20@hall.com,Home,Unkown,1
jjohnson@gmail.com,Home,Opt-Out,7
amanda72@bowman.com,Work,Opt-In,30
browningjonathan@cox-rogers.org,Home,Opt-In,1
ericabuchanan@example.org,Other,Opt-Out,21
ohughes@lloyd.com,Work,Opt-In,30
steelekelly@hotmail.com,Personal,Opt-Out,7
deborah09@rivera.info,Home,Unkown,14
martinezkatrina@gmail.com,Home,Opt-Out,21
loridoyle@hotmail.com,Home,Opt-In,1
rodneystephens@example.net,Unknown,Opt-Out,14
ifisher@hotmail.com,Personal,Opt-Out,1
james08@yahoo.com,Personal,Opt-Out,7
kathryn23@example.net,Unknown,Opt-Out,21
sarah32@example.com,Other,Unkown,14
marc90@example.com,Other,Opt-In,21
clarkjoseph@example.net,Other,Opt-Out,21
rhondagregory@example.com,Other,Opt-In,14
gwiggins@reed.biz,Work,Opt-Out,7
bradley77@example.net,Unknown,Opt-In,21
rachel73@hotmail.com,Home,Opt-In,7
patriciacase@example.com,Unknown,Opt-In,21
prestoncrystal@example.net,Unknown,Opt-In,14
jose61@example.com,Other,Opt-In,21
shannon48@gmail.com,Personal,Opt-Out,21
mray@carroll-ramsey.com,Home,Opt-Out,1
johnsonlaura@example.org,Other,Opt-In,14
michael62@example.net,Other,Opt-In,21
butlerchristina@armstrong.com,Home,Opt-In,21
mwaters@hotmail.com,Personal,Opt-In,1
arthur63@howard.info,Work,Opt-Out,21
lindsey11@example.net,Other,Opt-In,14
wwashington@example.net,Other,Opt-In,21
dcontreras@example.net,Unknown,Opt-In,21
cdavis@example.net,Unknown,Opt-Out,21
brooksvalerie@example.org,Unknown,Opt-In,14
catherinetaylor@miller-cook.org,Home,Unkown,1
melissa28@yahoo.com,Personal,Opt-In,7
denisegonzales@example.org,Unknown,Unkown,14
josephaguilar@lamb.com,Work,Opt-Out,21
christina21@yahoo.com,Home,Unkown,1
johnsonchristopher@yahoo.com,Personal,Opt-In,1
paulastafford@example.net,Unknown,Unkown,21
jacob51@hotmail.com,Personal,Unkown,1
clairechambers@example.org,Unknown,Unkown,21
rachel57@example.org,Unknown,Opt-In,21
gsharp@example.org,Unknown,Opt-In,21
francisco81@example.org,Other,Unkown,21
