phone_number,phone_perm,phone_freq
(600)503-3215,Unkown,21
(661)612-2075,Opt-In,30
(773)535-7649,Opt-In,30
(755)333-6732,Opt-In,30
(273)669-9507,Opt-In,7
(401)662-7801,Opt-In,14
(557)365-5624,Unkown,30
(358)424-9768,Opt-Out,14
(296)773-9455,Opt-Out,45
(357)500-0679,Unkown,14
(369)700-6080,Unkown,30
(210)518-5254,Opt-In,7
(357)425-3321,Opt-Out,30
(783)540-2682,Opt-In,45
(233)537-8492,Opt-Out,7
(555)769-8848,Opt-In,7
(550)721-9578,Opt-Out,21
(603)349-3265,Opt-Out,45
(745)717-4357,Opt-In,14
(478)597-0628,Opt-In,21
(404)602-8126,Unkown,7
(800)744-5382,Unkown,21
(393)681-3195,Opt-Out,7
(357)605-0871,Opt-Out,30
(767)422-6850,Opt-In,14
(743)361-6562,Opt-In,30
(792)697-2636,Opt-In,30
(484)542-6961,Opt-In,30
(669)483-3263,Opt-In,45
(645)774-3988,Opt-In,14
(666)392-3915,Opt-In,45
(652)797-6490,Opt-Out,14
(268)683-1547,Opt-Out,30
(542)632-4280,Opt-In,30
(790)516-7263,Opt-In,7
(369)636-9808,Opt-In,7
(435)746-5975,Opt-In,7
(267)680-0215,Opt-In,21
(321)638-7312,Opt-In,14
(304)456-0747,Unkown,14
(620)763-2318,Unkown,30
(410)733-8262,Opt-In,7
(619)337-5629,Unkown,7
(709)747-9411,Opt-In,21
(567)528-6221,Opt-Out,21
(432)417-0338,Opt-Out,7
(291)493-5203,Unkown,30
(640)758-7926,Unkown,21
(719)428-9044,Opt-Out,45
(621)749-1218,Opt-Out,7
(654)604-7542,Opt-In,21
(506)417-4778,Opt-Out,14
(309)461-2835,Opt-In,30
(490)335-8788,Unkown,7
(736)545-5980,Opt-In,21
(216)413-1926,Opt-In,45
(714)473-2316,Opt-In,45
(494)683-7245,Unkown,45
(326)460-1912,Opt-In,30
(558)378-3714,Unkown,21
(718)555-2244,Opt-In,45
(616)303-4024,Opt-Out,45
(238)613-3872,Opt-In,14
(660)323-5771,Opt-In,7
(269)377-9389,Opt-In,14
(451)691-6129,Opt-In,7
(408)559-1763,Opt-In,45
(429)764-1273,Unkown,14
(639)557-8902,Unkown,45
(699)784-8504,Opt-In,30
(302)305-8660,Opt-In,7
(356)398-0632,Opt-In,7
(254)334-4579,Unkown,7
(553)599-4568,Opt-In,7
(743)715-0823,Opt-In,30
(308)392-6960,Opt-In,14
(599)414-3573,Opt-In,30
(396)461-2512,Opt-In,21
(789)531-4058,Unkown,45
(695)389-0971,Opt-In,30
(632)534-6190,Opt-Out,14
(420)410-0924,Opt-In,45
(338)601-4025,Opt-Out,14
(267)403-5053,Opt-In,21
(673)555-9753,Unkown,30
(784)411-1835,Opt-Out,30
(721)457-7713,Opt-In,14
(363)431-6147,Unkown,14
(312)432-7493,Opt-Out,45
(646)522-4586,Opt-In,45
(752)756-1031,Opt-In,14
(384)328-2258,Opt-In,45
(552)776-6528,Opt-In,21
(468)491-7695,Unkown,30
(693)371-1871,Opt-Out,14
(382)420-9803,Unkown,21
(690)626-4803,Unkown,14
(614)321-4648,Opt-In,30
(791)533-8107,Unkown,14
(637)756-5477,Opt-In,7
(272)468-1972,Opt-In,30
(664)541-8268,Opt-In,14
(677)774-3564,Opt-In,21
(555)399-8336,Opt-In,21
(604)472-9046,Opt-In,14
(774)473-3152,Unkown,7
(342)736-2081,Opt-In,7
(668)405-3005,Opt-In,30
(307)382-8432,Opt-In,7
(761)373-8176,Opt-In,30
(698)436-2489,Opt-Out,21
(485)344-5696,Opt-In,21
(526)472-1020,Opt-In,7
(691)667-6304,Opt-In,14
(426)513-9855,Opt-In,21
(408)605-6103,Unkown,14
(737)560-3772,Opt-In,30
(358)396-4065,Opt-Out,14
(531)750-2734,Opt-Out,14
(432)361-6054,Opt-Out,30
(785)666-2486,Opt-In,30
(503)617-5793,Opt-Out,7
(241)448-6386,Unkown,21
(716)315-8015,Opt-In,7
(598)636-7110,Opt-In,45
(794)354-3185,Unkown,30
(679)398-1632,Unkown,30
(418)540-5518,Opt-In,7
(763)719-1822,Opt-In,21
(505)628-0609,Unkown,21
(519)357-3527,Opt-In,30
(775)439-0949,Opt-Out,45
(475)434-2125,Opt-In,14
(219)524-3295,Unkown,14
(219)513-2939,Opt-Out,14
(595)347-3879,Opt-Out,21
(606)655-7434,Opt-In,21
(382)372-1494,Opt-Out,7
(274)733-5776,Opt-In,7
(562)595-6470,Opt-In,30
(455)572-5581,Opt-Out,45
(360)780-5779,Unkown,30
(534)421-1932,Opt-In,30
(698)474-3963,Unkown,30
(721)657-0936,Unkown,14
(516)311-4023,Opt-In,45
(229)404-6519,Opt-In,30
(790)780-2101,Opt-In,30
(568)590-3425,Unkown,45
(729)645-1121,Opt-Out,30
(574)423-7246,Opt-Out,14
(420)752-3232,Opt-In,21
(705)477-0653,Opt-In,30
(234)482-2249,Opt-Out,14
(515)748-8224,Opt-Out,45
(470)591-5510,Opt-In,21
(532)764-2241,Opt-In,45
(652)584-8336,Opt-In,14
(295)420-1195,Opt-In,21
(537)670-0927,Unkown,45
(772)505-5340,Unkown,14
(500)476-9332,Opt-In,14
(241)380-3288,Opt-In,21
(522)738-7877,Unkown,21
(236)366-6292,Opt-Out,7
(636)528-6485,Unkown,14
(444)478-6385,Unkown,7
(421)675-1723,Opt-In,14
(525)375-8523,Unkown,45
(473)636-3075,Opt-Out,45
(751)648-5830,Opt-In,21
(252)543-2102,Opt-Out,30
(525)629-4037,Unkown,7
(668)416-2029,Unkown,21
(427)648-5258,Unkown,30
(469)645-9843,Opt-In,21
(525)570-2545,Opt-In,21
(367)474-9090,Opt-In,21
(603)742-6287,Opt-In,7
(219)710-9206,Opt-In,21
(347)512-0762,Opt-In,14
(527)581-2168,Opt-Out,7
(284)533-7665,Opt-Out,7
(377)737-1052,Opt-In,21
(370)662-9659,Unkown,45
(773)767-2281,Opt-In,45
(677)575-8273,Unkown,45
(447)731-4095,Opt-Out,7
(210)481-7669,Opt-In,30
(478)383-5673,Opt-In,21
(254)559-1640,Unkown,30
(424)783-0536,Opt-In,21
(317)743-2094,Unkown,7
(462)467-3273,Opt-In,45
(232)343-3923,Unkown,7
(397)408-1698,Opt-In,45
(221)451-7667,Opt-In,21
(662)781-2481,Opt-Out,21
(386)485-9852,Opt-In,14
(422)533-2511,Opt-In,45
(386)304-5874,Unkown,14
(252)659-2116,Opt-In,30
(394)526-4064,Unkown,45
(232)470-2687,Opt-In,30
(243)426-1801,Unkown,30
(702)394-5623,Opt-In,21
(588)600-0978,Opt-Out,45
(665)506-0329,Opt-Out,30
(417)595-6666,Unkown,14
(599)597-7743,Opt-Out,14
(277)508-7887,Unkown,45
(737)730-2112,Unkown,45
(590)629-1594,Opt-In,21
(534)568-9250,Opt-In,45
(408)467-8887,Opt-In,45
(404)732-1153,Unkown,21
(661)369-4884,Opt-In,30
(741)567-1055,Opt-In,45
(590)656-0667,Opt-In,7
(685)359-5132,Unkown,7
(329)684-8476,Opt-In,30
(654)607-9457,Opt-Out,30
(287)693-6489,Opt-Out,30
(301)322-2141,Opt-In,7
(585)398-8712,Opt-In,30
(726)541-3598,Opt-In,30
(702)415-0353,Opt-Out,45
(557)630-6337,Opt-Out,21
(748)510-3037,Opt-In,45
(354)394-7304,Unkown,14
(704)448-3131,Unkown,14
(614)708-7462,Opt-Out,30
(289)684-6545,Unkown,45
(389)745-4579,Opt-Out,7
(469)763-3612,Opt-In,7
(299)748-3100,Unkown,45
(247)705-8352,Opt-In,14
(493)538-4032,Opt-Out,21
(411)614-6880,Opt-In,45
(562)713-5827,Opt-In,7
(376)698-9991,Opt-In,30
(616)733-1548,Opt-In,30
(228)381-2732,Opt-In,7
(333)540-1207,Unkown,14
(637)312-5884,Opt-Out,14
(378)541-4035,Unkown,30
(710)528-2732,Opt-Out,30
(523)744-5084,Opt-Out,45
(485)779-2089,Unkown,21
(685)713-4147,Opt-In,45
(217)606-3529,Opt-In,30
(342)391-8523,Opt-In,45
(310)350-3161,Opt-In,21
(668)668-9858,Opt-Out,7
(779)560-3059,Opt-In,7
(676)431-9137,Opt-In,14
(600)348-1210,Opt-In,7
(446)540-4292,Opt-Out,14
(401)645-4600,Unkown,30
(253)614-2662,Opt-In,7
(739)459-1142,Opt-Out,14
(794)489-9587,Unkown,14
(611)420-8671,Opt-Out,7
(282)369-8150,Opt-In,30
(269)524-8220,Opt-Out,45
(650)499-7212,Opt-In,45
(633)314-2669,Opt-In,7
(697)476-9779,Opt-In,45
(452)639-9031,Opt-In,14
(766)656-0823,Opt-In,14
(575)527-0717,Opt-In,14
(639)521-9489,Opt-Out,21
(691)426-1366,Opt-In,21
(533)649-8357,Opt-In,14
(583)783-6324,Opt-In,45
(238)506-4946,Opt-Out,30
(755)521-0062,Unkown,45
(624)622-5829,Opt-In,7
(785)368-4543,Opt-Out,14
(495)758-6965,Unkown,14
(620)522-3840,Opt-In,14
(456)637-5933,Opt-Out,21
(596)618-5062,Opt-Out,45
(506)442-5612,Unkown,14
(690)544-5275,Unkown,30
(564)460-9913,Opt-In,7
(462)545-2165,Unkown,45
(582)687-0829,Opt-Out,14
(509)357-1166,Opt-In,21
(543)702-0384,Opt-In,45
(539)752-7519,Opt-Out,7
(645)647-3797,Unkown,45
(217)725-7001,Unkown,30
(728)654-6319,Unkown,7
(446)304-7721,Unkown,30
(305)706-8775,Opt-In,14
(585)565-6563,Unkown,45
(608)538-0379,Opt-In,14
(736)515-5424,Opt-In,30
(498)412-8739,Opt-In,14
(458)582-1991,Opt-In,30
(210)710-5004,Unkown,21
(266)730-4176,Opt-Out,14
(470)709-2346,Opt-Out,30
(528)428-4358,Opt-Out,45
(752)658-6071,Opt-In,45
(322)653-5781,Opt-In,14
(250)624-6685,Opt-Out,45
(346)527-5105,Opt-In,21
(231)579-8253,Unkown,45
(232)416-9370,Opt-In,14
(298)594-0434,Unkown,21
(525)526-4128,Opt-In,30
(285)515-6108,Opt-In,45
(488)684-0895,Opt-In,14
(577)329-0957,Unkown,45
(561)632-1744,Unkown,30
(436)313-5458,Unkown,45
(391)371-9720,Opt-Out,7
(704)565-6455,Opt-Out,14
(275)571-5228,Opt-In,21
(248)442-0577,Opt-In,45
(620)367-6867,Opt-Out,45
(504)452-1408,Opt-Out,21
(467)588-0904,Opt-In,7
(272)315-2821,Unkown,45
(633)532-2622,Unkown,21
(525)738-9489,Opt-In,30
(593)664-9834,Opt-In,14
(472)394-8021,Opt-In,14
(691)703-7017,Opt-In,21
(760)343-4413,Opt-In,14
(338)438-4338,Unkown,21
(466)760-4254,Opt-In,45
(503)376-5481,Opt-Out,7
(350)517-3098,Unkown,7
(503)747-8509,Opt-In,7
(710)625-1324,Opt-In,30
(209)318-8496,Opt-In,14
(337)798-3290,Opt-In,30
(647)545-3537,Opt-Out,30
(435)581-4707,Unkown,14
(427)646-6635,Opt-In,14
(791)522-2448,Opt-Out,14
(635)472-7278,Opt-In,14
(248)346-2402,Opt-In,14
(765)447-3744,Opt-In,45
(518)766-2923,Opt-In,45
(781)519-2101,Opt-In,45
(554)496-5125,Opt-In,7
(310)385-9482,Opt-Out,21
(434)507-1145,Opt-In,7
(370)771-0820,Opt-In,45
(297)649-7940,Opt-In,14
(750)545-0420,Opt-In,21
(502)732-8132,Unkown,45
(404)518-9464,Unkown,14
(793)658-1902,Unkown,45
(253)580-1541,Opt-In,45
(648)537-8940,Unkown,45
(279)771-9156,Unkown,30
(539)655-9086,Opt-In,7
(727)522-5242,Opt-In,21
(723)414-0816,Unkown,21
(697)342-6476,Opt-Out,30
(648)626-4642,Opt-In,30
(372)794-3428,Unkown,21
(240)495-9578,Unkown,30
(597)466-2537,Opt-Out,21
(288)741-6558,Opt-Out,45
(719)592-5681,Opt-In,30
(381)550-3129,Opt-In,45
(601)680-1532,Unkown,7
(560)366-7362,Opt-Out,30
(365)771-2288,Opt-Out,45
(567)537-5022,Opt-In,14
(243)513-4494,Opt-Out,30
(398)507-7635,Opt-In,14
(505)406-6124,Unkown,21
(312)731-0954,Opt-Out,14
(788)597-1276,Opt-Out,21
(407)588-9189,Opt-Out,7
(466)657-6751,Opt-Out,45
(699)742-1911,Opt-Out,7
(538)654-3227,Opt-In,7
(274)324-4018,Opt-In,30
(459)329-0822,Opt-In,7
(713)544-2084,Opt-Out,21
(421)749-8026,Opt-In,45
(440)753-3655,Unkown,30
(500)703-6565,Opt-In,21
(355)779-1984,Opt-In,45
(375)422-6474,Opt-In,21
(269)395-6327,Opt-Out,14
(636)411-9131,Unkown,45
(491)671-6351,Opt-In,21
(464)599-8827,Unkown,30
(774)583-9487,Opt-In,14
(582)505-6367,Opt-In,30
(234)772-4083,Opt-In,21
(655)366-0754,Opt-Out,14
(439)606-6693,Unkown,14
(775)684-4883,Opt-Out,45
(458)474-1116,Unkown,30
(254)366-8785,Unkown,14
(339)448-2234,Opt-In,21
(386)557-5446,Unkown,14
(452)703-0755,Unkown,7
(391)494-9716,Opt-In,45
(509)739-2494,Unkown,30
(574)779-4673,Opt-In,14
(755)784-7919,Opt-In,45
(713)307-9161,Opt-In,21
(626)382-8440,Opt-In,45
(546)572-5965,Opt-In,30
(586)696-9192,Opt-Out,30
(552)356-1548,Opt-Out,21
(440)728-3059,Opt-In,21
(612)457-9906,Unkown,21
(478)797-3953,Unkown,21
(517)696-3079,Opt-In,14
(767)789-1650,Opt-Out,45
(741)719-9501,Opt-In,30
(649)370-8911,Opt-In,14
(409)493-5477,Unkown,30
(305)580-6699,Opt-In,14
(488)494-0807,Opt-In,7
(773)522-9756,Unkown,14
(534)569-9285,Unkown,21
(442)704-5721,Opt-Out,7
(525)582-6172,Unkown,45
(671)406-7407,Unkown,7
(618)494-4138,Unkown,30
(612)465-6112,Opt-In,21
(384)364-3746,Opt-In,7
(789)752-6627,Unkown,21
(550)532-6320,Opt-In,14
(518)786-5226,Unkown,7
(545)798-4881,Unkown,45
(675)554-5523,Opt-In,7
(397)433-4060,Opt-In,45
(361)432-3242,Opt-Out,45
(261)558-6932,Opt-In,7
(378)528-6220,Opt-In,7
(608)732-7100,Opt-In,7
(330)729-8270,Opt-In,30
(638)332-1915,Unkown,30
(260)483-8097,Opt-In,14
(585)342-1530,Opt-In,30
(298)686-5606,Opt-In,21
(497)718-9075,Opt-Out,7
(650)336-8878,Unkown,14
(797)778-9558,Opt-Out,7
(305)405-8146,Unkown,45
(739)347-2583,Opt-Out,7
(476)663-6291,Opt-In,30
(396)700-1491,Opt-Out,7
(658)317-3644,Unkown,7
(333)405-2144,Opt-In,30
(467)338-9636,Opt-Out,14
(784)582-0995,Opt-Out,21
(323)781-9383,Opt-Out,21
(428)367-6670,Opt-In,14
(290)353-0344,Opt-Out,30
(204)640-9711,Opt-In,7
(382)394-3563,Opt-In,45
(606)602-5768,Opt-Out,45
(270)463-7065,Opt-Out,7
(753)515-8296,Opt-In,7
(331)714-2932,Unkown,7
(790)333-0981,Unkown,7
(486)711-0009,Unkown,30
(769)528-9359,Opt-In,7
(360)766-8287,Opt-Out,14
(659)703-4438,Opt-In,45
(417)552-7965,Opt-In,14
(609)687-7014,Opt-In,30
(736)310-2984,Opt-Out,7
(762)624-0175,Opt-Out,7
(795)610-0495,Opt-In,21
(209)311-4479,Opt-In,7
(271)706-3367,Opt-In,30
(755)313-4998,Opt-In,45
(413)521-5244,Opt-Out,45
(694)697-1346,Opt-In,7
(772)592-7214,Opt-In,21
(472)436-6579,Opt-In,21
(419)658-1329,Opt-In,21
(728)433-6856,Opt-In,21
(424)762-9754,Unkown,14
(506)409-0320,Opt-Out,21
(301)576-6347,Opt-In,45
(656)595-3203,Opt-In,30
(455)776-1727,Unkown,14
(328)372-7245,Unkown,45
(202)623-9693,Opt-Out,14
(437)431-5472,Opt-In,21
(514)776-7948,Unkown,30
(254)614-3101,Opt-In,14
(264)603-6297,Opt-Out,7
(419)707-5951,Unkown,7
(396)566-4588,Opt-In,21
(383)795-8554,Opt-Out,21
(391)780-5324,Opt-Out,30
(775)571-0427,Unkown,30
(548)361-9106,Opt-In,7
(626)476-1827,Opt-In,7
(651)359-6587,Unkown,30
(707)308-8004,Opt-In,45
(607)347-0389,Unkown,30
(347)378-0606,Opt-In,7
(462)721-6013,Opt-In,14
(374)526-6776,Opt-Out,7
(315)663-2851,Opt-In,21
(604)797-6785,Opt-In,7
(296)791-1429,Opt-In,7
(675)322-7805,Opt-In,45
(788)487-1472,Unkown,7
(529)436-4117,Unkown,14
(763)643-7952,Opt-In,21
(402)671-7596,Opt-In,21
(588)525-8293,Unkown,21
(633)489-5948,Opt-In,7
(302)652-3739,Opt-In,7
(301)794-8471,Opt-In,14
(768)751-4145,Opt-In,21
(306)621-4857,Unkown,45
(604)714-0566,Opt-In,7
(789)750-5274,Unkown,30
(380)606-9229,Opt-Out,21
(708)421-5163,Opt-In,21
(589)441-8922,Opt-Out,30
(769)499-9665,Opt-In,14
(676)314-8387,Unkown,7
(322)484-1354,Opt-In,21
(490)387-8832,Unkown,45
(722)607-0448,Unkown,45
(608)673-5643,Opt-Out,21
(783)709-5188,Unkown,14
(403)466-5867,Opt-In,14
(403)725-7727,Unkown,14
(450)613-3137,Opt-In,21
(476)400-6584,Opt-Out,14
(608)793-9183,Opt-Out,30
(708)336-6988,Opt-In,30
(612)622-6945,Unkown,14
(228)425-8184,Opt-Out,21
(804)612-5147,Opt-Out,45
(607)467-2599,Opt-In,14
(751)549-6631,Opt-In,14
(612)324-3162,Opt-Out,45
(685)303-7376,Opt-In,7
(779)703-7974,Opt-Out,30
(661)498-9089,Opt-In,7
(437)797-1168,Opt-Out,45
(721)343-3450,Unkown,7
(527)321-6961,Opt-In,7
(770)412-5443,Opt-In,7
(663)699-2732,Opt-Out,30
(712)623-1048,Unkown,21
(639)385-4730,Opt-In,45
(506)522-4837,Opt-In,14
(575)549-4436,Opt-In,7
(452)563-9524,Opt-In,14
(585)619-4855,Opt-In,45
(460)701-8874,Opt-In,7
(588)420-1894,Opt-In,21
(695)571-1938,Opt-In,45
(594)439-8461,Opt-Out,14
(635)623-1513,Unkown,14
(599)598-6571,Opt-In,21
(411)744-4165,Unkown,45
(415)318-3529,Opt-In,45
(350)784-9817,Opt-Out,7
(282)731-8990,Opt-In,45
(640)373-7251,Unkown,30
(788)306-4775,Unkown,7
(712)480-5069,Opt-In,30
(350)787-7179,Opt-Out,14
(536)623-7099,Opt-Out,45
(416)607-6806,Unkown,45
(476)421-3255,Opt-Out,14
(675)707-9657,Unkown,14
(383)627-8406,Opt-Out,7
(792)798-8189,Opt-In,30
(470)655-1684,Opt-In,21
(643)378-8560,Opt-In,21
(660)613-1710,Opt-Out,21
(553)466-4711,Opt-Out,30
(700)426-2303,Unkown,14
(384)406-2337,Unkown,30
(723)662-2882,Opt-In,21
(619)795-2613,Opt-In,14
(369)346-5847,Unkown,30
(674)503-7150,Opt-Out,14
(337)440-0093,Opt-In,7
(333)359-1904,Opt-In,7
(388)327-4069,Opt-In,45
(703)438-6100,Opt-In,7
(687)666-6709,Unkown,7
(248)536-8885,Opt-In,45
(784)449-2812,Unkown,7
(358)324-2140,Unkown,14
(296)587-1625,Opt-In,14
(268)320-2627,Unkown,30
(201)688-4447,Opt-In,45
(401)685-6685,Opt-In,45
(238)558-1983,Unkown,45
(430)580-8110,Opt-Out,45
(318)453-1406,Opt-In,30
(665)737-3292,Opt-In,45
(516)396-9255,Unkown,45
(611)317-4554,Opt-Out,14
(591)786-1944,Unkown,7
(712)712-6705,Opt-In,45
(550)575-8090,Unkown,30
(392)523-8096,Unkown,14
(753)617-5709,Opt-In,45
(451)398-4056,Opt-Out,14
(621)597-9277,Opt-In,30
(545)684-8885,Opt-In,30
(224)766-4092,Unkown,30
(461)687-8980,Opt-In,21
(773)366-0556,Opt-In,14
(227)329-0325,Unkown,21
(210)645-8334,Opt-In,21
(347)555-6769,Unkown,14
(539)638-8025,Opt-Out,30
(624)563-7159,Opt-In,14
(232)399-8079,Opt-Out,45
(224)578-0893,Opt-In,30
(791)586-0223,Unkown,14
(584)777-4161,Opt-In,14
(255)731-6049,Unkown,21
(332)323-0818,Unkown,7
(233)555-4243,Opt-Out,14
(254)541-0017,Opt-In,21
(742)357-2758,Opt-In,30
(610)327-5451,Opt-Out,45
(252)723-3125,Opt-In,45
(708)697-8936,Opt-In,21
(802)516-5206,Unkown,45
(508)478-8867,Unkown,45
(541)552-3895,Unkown,30
(449)464-7571,Opt-In,45
(343)453-3695,Opt-In,14
(601)590-8024,Opt-In,7
(514)683-5179,Opt-In,14
(210)758-3599,Opt-In,30
(419)749-5972,Opt-Out,30
(331)378-2737,Opt-Out,45
(255)466-4782,Opt-In,14
(653)528-4459,Opt-In,45
(714)660-2765,Opt-In,7
(365)403-3375,Unkown,21
(202)573-9293,Opt-In,7
(434)538-2350,Opt-Out,14
(571)662-0156,Opt-In,7
(324)485-6436,Unkown,21
(226)751-5754,Opt-In,14
(212)340-6482,Opt-In,45
(503)533-1997,Opt-Out,21
(671)679-4537,Unkown,30
(576)549-0720,Unkown,45
(600)762-4861,Unkown,21
(616)574-9901,Opt-In,45
(465)740-7275,Opt-In,7
(589)579-1024,Opt-In,45
(500)613-2270,Opt-Out,30
(431)789-6751,Opt-In,45
(658)666-2826,Opt-In,14
(657)670-2140,Opt-In,30
(775)396-0100,Unkown,45
(660)669-3991,Opt-In,30
(471)547-7487,Unkown,30
(263)595-0774,Opt-Out,45
(663)378-8974,Opt-In,7
(361)635-3781,Opt-In,14
(590)770-5584,Unkown,7
(294)325-9096,Unkown,14
(381)332-5671,Unkown,21
(323)772-0886,Opt-In,14
(318)372-3758,Opt-In,21
(478)373-5917,Unkown,7
(609)776-6938,Opt-In,14
(637)707-7448,Opt-In,14
(222)775-8030,Unkown,45
(237)633-3337,Unkown,14
(548)445-0541,Opt-In,21
(756)373-2128,Opt-In,14
(732)684-0807,Opt-Out,21
(496)333-7355,Unkown,45
(339)724-7641,Opt-In,14
(571)308-5982,Opt-In,30
(795)487-2471,Unkown,21
(701)746-1304,Opt-Out,30
(337)552-9978,Unkown,21
(437)693-0922,Opt-In,14
(445)506-3492,Opt-In,30
(225)611-3333,Opt-Out,7
(698)648-1328,Opt-Out,21
(527)489-2324,Opt-Out,14
(248)393-2187,Opt-Out,21
(723)521-6715,Opt-Out,45
(708)585-6538,Opt-In,14
(232)430-4916,Opt-In,45
(528)465-7951,Unkown,7
(222)376-8073,Opt-In,14
(540)514-7304,Opt-In,21
(732)352-5692,Opt-In,7
(234)574-0465,Opt-In,7
(733)636-7572,Opt-In,45
(433)736-7918,Opt-Out,21
(248)468-9715,Opt-In,7
(762)660-3787,Unkown,14
(283)556-1284,Unkown,7
(249)750-6229,Opt-Out,45
(530)670-3225,Opt-In,21
(318)707-9204,Opt-In,7
(489)756-6295,Opt-In,30
(389)466-2907,Opt-Out,21
(756)581-4222,Opt-Out,14
(762)342-7319,Opt-In,45
(618)502-3804,Unkown,14
(585)647-6404,Unkown,7
(642)404-2468,Opt-Out,21
(331)596-0020,Opt-Out,21
(263)643-8249,Opt-In,45
(410)679-3579,Opt-In,45
(563)588-6393,Opt-In,7
(745)389-9282,Opt-In,7
(574)403-5972,Unkown,45
(212)388-3195,Unkown,30
(391)500-6899,Opt-Out,45
(616)612-9905,Opt-Out,45
(264)634-8523,Opt-Out,7
(339)443-7569,Opt-In,14
(433)374-0796,Opt-Out,45
(353)666-9997,Opt-In,21
(269)733-4247,Opt-In,45
(804)508-8095,Opt-Out,21
(253)396-1443,Opt-In,14
(515)526-0221,Opt-In,7
(216)384-7702,Opt-In,21
(428)402-7501,Unkown,45
(652)523-5766,Opt-In,21
(316)768-2899,Opt-In,21
(673)633-5178,Opt-In,21
(243)347-6531,Opt-In,7
(267)735-9188,Unkown,14
(610)654-9720,Opt-In,45
(384)556-2559,Opt-In,14
(642)383-2808,Opt-In,7
(760)694-8904,Opt-In,45
(545)510-6468,Unkown,30
(571)314-6990,Unkown,30
(445)786-7468,Opt-In,7
(795)484-5470,Opt-In,21
(804)478-8130,Opt-In,7
(569)680-9674,Opt-Out,14
(558)631-2715,Opt-Out,45
(489)365-3193,Opt-In,30
(608)651-8203,Opt-In,7
(801)306-9567,Opt-In,30
(525)566-8645,Unkown,21
(259)677-4520,Opt-Out,45
(383)406-8603,Opt-In,21
(730)700-3592,Opt-In,30
(280)412-5801,Opt-Out,14
(457)340-1229,Opt-Out,21
(670)384-9923,Opt-In,14
(385)468-3918,Opt-In,14
(300)351-2886,Unkown,14
(511)788-5792,Opt-In,45
(263)392-9407,Opt-Out,7
(610)480-0105,Unkown,14
(308)378-4921,Opt-Out,21
(551)485-8901,Opt-In,14
(550)498-5183,Opt-In,45
(474)355-9781,Opt-In,21
(792)551-7885,Opt-In,21
(345)462-1396,Unkown,21
(579)639-2433,Unkown,14
(712)773-6084,Unkown,7
(723)786-3730,Opt-Out,45
(728)774-4740,Opt-Out,45
(278)474-0206,Opt-In,30
(572)356-2315,Opt-In,14
(459)738-9143,Unkown,45
(764)692-8777,Opt-In,30
(411)453-3141,Unkown,30
(378)548-0589,Opt-In,7
(385)430-0071,Opt-In,7
(761)607-2787,Unkown,45
(492)481-2884,Opt-In,7
(674)456-9775,Opt-In,14
(592)575-2108,Opt-In,30
(670)454-2850,Unkown,7
(390)521-1746,Unkown,7
(744)373-8654,Opt-Out,14
(509)476-8625,Unkown,14
(350)680-7754,Opt-Out,45
(659)492-7734,Opt-Out,45
(570)789-0505,Opt-In,45
(545)661-3546,Unkown,7
(221)620-3156,Opt-In,30
(314)566-2257,Opt-In,7
(258)590-2997,Unkown,30
(480)631-8003,Opt-Out,45
(581)525-9752,Opt-In,21
(600)307-3968,Opt-In,45
(760)765-3857,Opt-In,30
(260)570-7681,Unkown,7
(350)416-6564,Unkown,14
(404)413-6251,Opt-Out,30
(232)330-1563,Opt-In,14
(602)568-3474,Opt-Out,14
(410)598-0675,Opt-Out,7
(324)536-2234,Opt-In,30
(539)692-8873,Opt-In,14
(381)403-1144,Unkown,21
(642)796-0048,Opt-In,30
(627)334-2142,Unkown,45
(656)443-9114,Opt-Out,7
(523)498-6293,Unkown,21
(335)407-2840,Opt-Out,45
(201)654-3900,Opt-In,7
(314)485-8699,Opt-In,21
(306)380-9429,Opt-In,7
(403)623-1615,Opt-In,21
(444)366-8056,Opt-Out,45
(754)779-5422,Unkown,21
(242)784-9400,Unkown,45
(268)568-2869,Opt-Out,7
(275)478-7291,Opt-In,45
(374)441-4186,Opt-Out,14
(515)404-0827,Opt-Out,45
(631)336-6534,Opt-Out,7
(440)469-8404,Opt-Out,45
(614)544-0592,Opt-In,7
(571)610-7687,Opt-Out,21
(563)746-2439,Opt-Out,45
(228)722-2574,Opt-In,7
(413)445-5094,Unkown,45
(234)402-9562,Opt-In,21
(582)347-5641,Opt-Out,30
(368)541-0687,Opt-In,30
(501)487-2771,Opt-In,7
(716)574-8513,Opt-In,30
(261)372-9591,Unkown,45
(761)593-2247,Opt-In,14
(680)632-4871,Opt-In,7
(499)401-6208,Opt-In,14
(557)402-7374,Unkown,45
(510)358-7813,Unkown,30
(705)566-8687,Unkown,45
(369)422-6437,Opt-In,7
(640)481-6493,Opt-In,7
(474)752-7827,Unkown,21
(466)713-7465,Opt-In,30
(401)630-9837,Opt-In,21
(678)614-8103,Opt-Out,7
(686)344-3245,Opt-Out,7
(498)313-3357,Opt-In,14
(576)638-9771,Opt-In,30
(355)756-1354,Unkown,21
(458)446-4244,Opt-In,7
(693)494-4434,Opt-In,30
(623)503-4831,Opt-In,7
(644)487-2557,Opt-Out,14
(654)703-7244,Opt-Out,7
(785)524-3588,Unkown,45
(498)483-3057,Unkown,45
(385)618-7257,Opt-In,45
(354)450-8292,Opt-Out,45
